"","value"
"2186","boy band,rap,hip-hop,r&;b,pop"
"2187","soul pop,pop,soul,r&;b"
"2188","blues rock,blues,country"
"2189","teen pop,dance-pop,pop"
"2190","spanish music,latin pop,pop"
"2191","rap rock,speed metal,heavy metal,metal,nu-metal,alternative metal,rock"
"2192","nu-metal,rock,rap"
"2193","electro-pop,electronic,dance-pop,dance,pop"
"2194","soul pop,pop,r&;b"
"2195","atlanta,dirty south,hip-hop,rap"
"2196","neo soul,soul pop,pop,soul,r&;b"
"2197","ballad,neo soul,soul,hip-hop,r&;b"
"2198","dancehall,pop,rock"
"2199","pop,latin pop,rock"
"2200","soul pop,r&;b,pop"
"2201","singer-songwriter,folk rock,folk,adult alternative,adult contemporary,pop-rock,pop"
"2202","adult contemporary,adult alternative,ballad,pop-rock,pop,rock"
"2203","rap rock,alternative metal,alternative rock,metal,christian metal,christian rock,rock,nu-metal"
"2204","neo soul,soul,pop,r&;b"
"2205","adult contemporary,acoustic,soul pop,r&;b,boy band,pop"
"2206","alternative rock,memes,nu-metal,alternative metal,rock"
"2207","gangsta rap,hip-hop,east coast,rap"
"2208","indie rock,alternative,pop-rock,adult alternative,post-grunge,alternative rock,rock"
"2209","adult contemporary,ballad,cover,soul pop,pop,r&;b"
"2210","singer-songwriter,east coast,ballad,chart history,piano,soul,soul pop,pop,r&;b"
"2211","remix,r&;b,rap"
"2212","christian,soundtrack,adult alternative,singer-songwriter,gospel,folk rock,folk,british rock,uk,rock"
"2213","dance,electro-pop,r&;b,pop"
"2214","dirty south,hip-hop,country rap,country,rap"
"2215","adult alternative,funk rock,hard rock,post-grunge,pop-rock,nu-metal,cover,alternative metal,alternative rock,rock"
"2216","gangsta rap,rap"
"2217","rap rock,alternative,alternative rock,alternative metal,memes,nu-metal,rock"
"2218","brit pop,uk,british rock,rock"
"2219","gaming,soundtrack,punk rock,skate punk,rap,canada,pop-punk,rock"
"2220","pop,dirty south,hip-hop,r&;b,rap"
"2221","soundtrack,cover,pop-rock,rock"
"2222","soul pop,neo soul,soul,r&;b"
"2223","soul pop,soul,r&;b"
"2224","adult alternative,pop-rock,acoustic,alternative rock,rock"
"2225","dance-pop,memes,youtube,electro house,electronic,dance,pop"
"2226","progressive metal,progressive rock,rock"
"2227","british rock,piano,rap rock,hip-hop,alternative,alternative rock,rock,trip-hop,uk,rap,producer"
"2228","pop-punk,punk rock,rock"
"2229","electro-pop,deep house,house,pop"
"2230","adult contemporary,pop-rock,pop country,country,rock"
"2231","pop-rock,alternative rock,rock"
"2232","screen,disney,soundtrack,pop"
"2233","comedy,memes,rap"
"2234","disney,soundtrack,rock"
"2235","trance,memes,dance,electronic,pop"
"2236","pop country,ballad,adult contemporary,country"
"2237","electro-pop,electronic,boy band,pop"
"2238","gangsta rap,hardcore hip-hop,dirty south,hip-hop,crunk,rap"
"2239","cover,musicals,pop,screen,rap"
"2240","bolivia,en espa\xc3\xb1ol,pop"
"2241","r&;b,folk,canada,pop"
"2242","adult alternative,alternative rock,ballad,adult contemporary,pop-rock,rock,pop"
"2243","hardcore hip-hop,hip-hop,east coast,r&;b,rap"
"2244","soundtrack,hip-hop,r&;b,rap"
"2245","gangsta rap,hardcore hip-hop,west coast,rap"
"2246","producer,soul pop,soul,singer-songwriter,r&;b"
"2247","alternative metal,rap rock,alternative rock,metal,nu-metal,rock,rap"
"2248","neo soul,soul pop,r&;b"
"2249","remix,pop,r&;b,rap"
"2250","atlanta,r&;b,soul,hip-hop,dirty south,soul pop,pop,rap"
"2251","synth rock,synth-pop,rock"
"2252","alternative pop,alternative,electronica,alternative rock,pop,rock"
"2253","jamaica,dance,reggae,r&;b"
"2254","soul,producer,singer-songwriter,alternative rock,pop-rock,rock"
"2255","soul,r&;b,rock"
"2256","pop,remix,dance"
"2257","adult contemporary,dance-pop,pop,country"
"2258","dance,pop,electronic,house"
"2259","soul pop,r&;b"
"2260","rap,soundtrack,pop,r&;b"
"2261","french pop,house,pop"
"2262","dance-pop,r&;b,pop"
"2263","rap,neo soul,soul,r&;b"
"2264","atlanta,hip-hop,r&;b,soul,dirty south,memes,soul pop,pop,rap"
"2265","alternative,post-grunge,alternative rock,rock"
"2266","soul pop,soul,neo soul,r&;b"
"2267","soul pop,jazz,pop,soul,r&;b"
"2268","piano,adult contemporary,adult alternative,singer-songwriter,folk rock,pop-rock,pop,rock"
"2269","indie rock,adult alternative,adult contemporary,rock"
"2270","ballad,post-grunge,rock"
"2271","ballad,adult contemporary,neo soul,soul pop,soul,r&;b,boy band,pop"
"2272","dance-pop,teen pop,electro-pop,pop"
"2273","dance,rap"
"2274","singer-songwriter,hip-hop,rap,soul pop,soul,pop,r&;b"
"2275","r&;b,dance-pop,pop"
"2276","haiti,r&;b,soul,soul pop,pop,rap"
"2277","hip-hop,hardcore hip-hop,shadyxv,horrorcore,rap"
"2278","pop,latin music"
"2279","jamaica,pop,r&;b,dancehall,rap"
"2280","soul,neo soul,r&;b,pop"
"2281","house,electronic,dance,pop"
"2282","adult alternative,pop-rock,alternative rock,rock"
"2283","rock,christmas"
"2284","pop,gospel,r&;b"
"2285","neo soul,soul,soul pop,r&;b,rap"
"2286","hardcore hip-hop,dirty south,hip-hop,rap"
"2287","rap rock,metal,alternative metal,alternative rock,rap,nu-metal,rock"
"2288","spoken word,neo soul,r&;b,rap"
"2289","alternative,hip-hop,rap"
"2290","alternative rock,alternative pop,indie rock,rock"
"2291","dance,soundtrack,r&;b,pop"
"2292","house,disco,pop"
"2293","adult alternative,pop-rock,alternative rock,power pop,rock"
"2294","alternative rock,pop,rock"
"2295","producer,hardcore hip-hop,rap"
"2296","r&;b,latin pop,pop"
"2297","memes,dance-pop,teen pop,boy band,pop"
"2298","g-funk,rap"
"2299","g-funk,west coast,gangsta rap,memes,rap"
"2300","bachata,latin music,pop"
"2301","pop-rock,psychedelic rock,adult alternative,alternative rock,grunge,rock"
"2302","ska,rock"
"2303","soul pop,neo soul,soul,r&;b,pop"
"2304","hardcore hip-hop,hip-hop,rap"
"2305","alternative rock,latin pop,m\xc3\xa9xico,latin rock,pop-rock,rock"
"2306","hip-hop,east coast,producer,trap,rap"
"2307","ballad,producer,neo soul,singer-songwriter,soul,r&;b"
"2308","anime,boy band,pop"
"2309","house,dance-pop,latin pop,pop"
"2310","ireland,pop,boy band"
"2311","pop-rock,neo soul,soul pop,soul,m\xc3\xa9xico,latin pop,r&;b,pop"
"2312","r&;b,christian,gospel,soul,soul pop,pop"
"2313","beef,gangsta rap,hip-hop,hardcore hip-hop,east coast,rap"
"2314","adult contemporary,dance-pop,teen pop,boy band,pop"
"2315","r&;b,boy band,pop"
"2316","ballad,teen pop,pop"
"2317","adult contemporary,australia,ballad,pop"
"2318","gangsta rap,g-funk,west coast,rap"
"2319","disco,alternative rock,rock"
"2320","pop,adult contemporary"
"2321","power pop,punk rock,alternative rock,pop-rock,pop-punk,rock"
"2322","electronic,dance,italy,eurodance,pop,memes"
"2323","hard rock,orchestral,art rock,symphonic metal,heavy metal,metal,rock"
"2324","soundtrack,adult alternative,pop-rock,post-grunge,rock,alternative rock"
"2325","soul,ballad,soundtrack,r&;b"
"2326","pop,alternative rock,soundtrack,rock"
"2327","uk,pop,gospel,pop-rock,rock"
"2328","dance-pop,latin pop,pop"
"2329","hardcore hip-hop,gangsta rap,east coast,hip-hop,rap"
"2330","rap rock,funk rock,heavy metal,rap,rock"
"2331","soundtrack,remix,hip-hop,neo soul,soul,soul pop,pop,r&;b,rap"
"2332","dance-pop,latin pop,dance,pop"
"2333","electronic,pop,r&;b,rap"
"2334","girl group,r&;b"
"2335","bubblegum pop,pop"
"2336","gangsta rap,west coast,g-funk,rap"
"2337","dance-pop,teen pop,pop"
"2338","rap,dance-pop,r&;b,pop"
"2339","pop,r&;b,rock"
"2340","christmas,cover,pop"
"2341","soundtrack,country"
"2342","blues rock,adult alternative,funk rock,alternative rock,rock"
"2343","ballad,adult contemporary,latin pop,latin music,pop"
"2344","punk rock,ska,ska punk,screen,pop-rock,soundtrack,power pop,memes,pop-punk,alternative rock,rock"
"2345","producer,screen,cover,soundtrack,alternative rock,funk rock,rock"
"2346","rap,country rap,country,rock"
"2347","rap,boy band,pop"
"2348","piano,ballad,soul,soul pop,r&;b,pop"
"2349","rock,soundtrack,pop,disney"
"2350","cover,adult alternative,alternative rock,rock"
"2351","neo soul,soul pop,soul,ballad,r&;b"
"2352","jamaica,pop"
"2353","dance,electronic,soundtrack,pop"
"2354","neo soul,ballad,soul,r&;b"
"2355","rap rock,metal,alternative metal,metalrap,rock,nu-metal,rap"
"2356","adult alternative,adult contemporary,ballad,pop,pop-rock,rock"
"2357","electronica,electronic,trip-hop,rock"
"2358","remix,soul,r&;b,rap"
"2359","soul,pop,soul pop,r&;b"
"2360","pop-rock,pop,country"
"2361","rap,rock"
"2362","techno,pop"
"2363","hockey,gaming,soundtrack,rock"
"2364","ska,punk rock,rock"
